label,text
1,@KatieMcGinn Loved it!!! Hilarious  Lovin me some Bradley Cooper!!!
1,"Holy crap, it's been the whole team the entire time! What day is it at the field??? Haha "
1,"@kushanmitra my wife stayed there, thats a fab place "
1,#shaunjumpnow#shaunjumpnow#shaunjumpnow#shaunjumpnow #shaunjumpnow#shaunjumpnow#shaunjumpnow#shaunjumpnow #shaunjumpnow#shaunjumpnow 
1,Please No More fake hugs and handshakes  The hate is all I need lol
1,@PookieB ::Snickering:: Gotta keep your flirt machine well oiled--and take it out for a drive every once in a while 
1,(@Tigen) Testing out Twitter coz the media wont shut up about it.....if you dont hear from me ever again try facebook 
1,Morning bb's  i think rob is in hotel with her love LOL
0,@_elliee @angelashushan I'm having so much shit with the people I'm going with and I can't be bothered with it 
1,@inworship Check out No Doubt...Adrian pretty much plays in a thong and a mohawk 95% of the time 
1,"http://twitpic.com/6g2ro @BeShayBe at Fire!!! Free Henn, free shrimp, free steak, etc... Can't beat this!!! "
0,@wazza12 Does not work on Macs 
0,@stinginthetail I asked JB and they said they couldn't take back anything that's been opened! I spose that's if it's not faulty 
0,@surewhynot A third? Damnit at work I need a second.  I feel like I'm working with one arm cut off here.
0,@butchertime I'm jealous - I want to be there   xx
1,Figured I would do some cutie pie cards ranging from Sister to Half Sister cover all I think... http://www.zazzle.com/moonlake  sooo cute 
1,"@BradleyF81 I'm good today. It's sunny, I'm feelin good...  How about you?"
1,REALLY REALLY hopes you say yes  ...{positive energy}
1,@rickoshea Always  Will pass it on to friends and family too.
1,@ShredderFeeder lol! last time i heard that's about ... 10 
1,Going for a nap since didn't get any sleep tweet dreams American tweeters LOL 
1,"Texting @ameeraaa__ and @fuzzmabob. Though @fuzzmabob kind of dies. I CAN TEXT AT YOU, TOO!! "
1,@lilahmcfly Thats nice of you  Why do you think they hate Israel? Did they say anything bad about Israel? X
1,@estoni oooooh *clap clap clap* That's goood! i shall bring my baby for lessons 
0,@SomeKuwaitiya exactly bss ana amwa9ell oo ma darast 3adel so I'm kicking my self for that 
0,"@bigfatphoenix , @AaruC: *sigh* No one takes responsibility these days. Not the BJP leadership, not my friends... "
1,"Home! Friends! Woo! I'm going to call them later. Barcelona was beautiful, but I'm happy to be here  I just read a bunch o' twitter up..."
1,@lotay Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
0,@rebekaaa they never are 
0,@MrPaulEvans yeahhh...  lol
1,@tiahakim First time out in days? Hehe same here! Hope your paper went well! 
0,@vegan_freak jack died. I need a new fishy. 
1,@Woth2982 LOL!!! Ur pretty good w/that iPhone 
1,haha ive just seen a funny heart pattern boy socks lol 
1,@mileycyrus HI  I've seen HANNAH MONTANA the Movie today for the 1st time+I thought I GIVE YOU a lil FEEDBACK.It's gonna take some tweets.
1,@mikewilke yes  the grove was beautiful - I'm so glad I found it!
0,@sofuknhollywod but at least it's for my dad so I'm sure he will reinsburs me i hope sigh  Im staying @ da penthouse tonight yay!
1,going to see the new episode of JONAS! 
1,@lewisusher i have been told i give very good hugs 
0,"@technclrninjoe i think thats what he is going for but he didnt have time to scan, do photo shop and stuff before work "
0,"@Denyalle Yes, but why you want to put a disclaimer? This is too complicated for me!! I Don't know if I can do it!!!! "
0,@jenniferdodd and i miss swt too  it will at least be nice to be on campus one night a week - until i get sick of the drive.
0,and still no sign of my twenty dollar bill and/or my scissors. :\ if only my memory were better... :\ 
0,i drank too much soda...my stomach hurts 
0,@Elliethinks  i have failed yet again 
1,off to bed now... bye everyone. God Bless us all always... 
0,"@dannymcfly update already  oh , perform in Singapore some day please."
0,@TheByrne_x me too 
1,chatting with my dad 
0,@nicole_b86 a think a might leave a coment like whats the point in even explaining yourself aha a really want a celeb to coment back 
1,@iLoveNickJ4LIFE willy wonka  ~ hbu?
1,"@troika90 thanks!No im meeting @jonniemcfly  i'm meeting Idapida, Tine, Katrine and Emma (Maybe Marthe.. I dont know who else) tomorrow"
1,http://twitpic.com/5dgzm - cat helping study again  #cutecats
0,Its been almost a month since my birthay an yet no word from you! I dont know y I trusted u an let u in my life! Knew this would happen! 
0,I cannot sleep AT ALL. 
1,@jonasbrothers http://twitpic.com/3ol72 - omg i cannot wait! i loveee it  love you guysss. xo
0,@Lauren_Hannah  uh ohh. ask that one guy who helped you the first time!! i forget his name..lol.
0,@moemasri oic.too bad  dec?insyallah.mcm best je.gotta pujuk my mum so that she'll send me there.=p
0,"@CA_Young ... *bangs head on desk* thanks for clarifying; all words that come to mind right now are expletives, shan't subject you to it "
1,@MoodleDan c:\windows\system32\winlogon.exe  lots of drama if that's corrupt 
1,@firehoppr Greetings - hope you are doing well  -- LJ is best place to get to know me ID is lupestripe. Have MSN and YIM too
0,Editing my draft posts plus posting a new blogpost on my blogspot. I haven`t updated it na 
0,"Damn, the revised Macbook Pro 13&quot; really has me wanting one. The SD card reader and larger battery appeal to me. "
0,YouTube is DOWN  PANIC!
1,"@moose2911 I am really happy to hear you are so pumped with your day.  Love those days, ya know?  "
0,@FireFly74 Awww  I dont mind. I have microwave facilities in my kitchen 
0,@langfordperry is it the celebs reading autobiographies thingie: &quot;in their own words&quot;? guess so... wish i could be there 
1,@darrylwg You are right. She makes Pelosi look brilliant. I'm kinda like a cat batting the mouse around before finishing it off 
0,#inaperfectworld N0 0NE W0UlD HAVE b.0.  [EEEEk!!!]
1,@deniiise13 Nice.  I will see you on tv. 
0,I'm shaking really hard! Look at Joe.  Definitely i have the best idols EVER. â¥
1,"@bb_nation mum told me &quot;never say never&quot; but I do not think I'll buy N97. Too weak hardware and unsexy UI - Plus, OVEEERRR PRICED  IMHO"
0,@StDAY Damn. It's been rainy and in the 50s and 60s here all weekend. 
1,"@Amalari  congrats. You are on that list!  Happy Sunday, btw. "
1,@tonfue just going to drink ur coffee and not say &quot;thanks for the eye burn last night cuz!!&quot;??? 
1,@Jonasbrothers 8 DAYS BOYS. 8DAYS AND I GET  TO SEE YOU AGAIN. i miss you guys. iloveyouALL. Kevin i want your corner. 
1,"@fudgecrumpet Much better, feel revitalized. Thanx "
0,".@russfan101b Yeah, suicide apparently. Just too sad. He actually had a positive effect on me when he was &quot;Grasshopper&quot; "
0,"@joshlavoie @n8s8e It is very unfortunately, sadly "
1,"http://twitpic.com/6d74o - Chris is teaching me his ways. 27th &amp; J. Live music, food, art, shopping, people "
0,@RobMeDaWrongWay no nothing today. Nothing from Byrdie either. 
1,@gu_heffner awww that's so cute 
1,Back from swimming.  Eating tuna rolls from @wholefoods!!
1,Up and at them! 
1,finally upp!! 
0,@joeymcintyre Damn...knew I was gonna miss you.   Guess I'll just have to watch the video later.
1,"@horrorhannah I wrote 8000 words in two days last week. Though I imagine your dissertation won't include fairys, dreams, etc like my book "
0,"I do not want to cry anymore  I am tired, my tears do not dry..."
0,"@almightykey Kick them where it hurts, punch their face then pull their nose hairs out.   {Silent Library is influencing me}"
1,@ruhanirabin thnx bro! 
0,@candy156sweet I have yet to get to go to the starland. 
0,materialgirl76 HOBAG i have to miss it!  on vacation. argh!
1,@AngeJayT yup it's awesome  and it's gonna be even better tonight :b
0,@martinpribble I have cool t-shirts too  [sniffle]
0,@Cincylovesnkotb It's going to be a loooong month.  July 17 is when I see them again.  
0,@TwiLove66 and my car is blocked 
0,"@Kata159 hah, that is abit bad actually.  nevermindd. yeahh!  samee, cant wait for the new album!"
0,"@crucify_brett Hey, you wouldn't be a meanie &amp; set Fritz on me, would you? And i love Fritz "
1,"@felicityfuller Yeah, you are lucky, wish I was today  - Yeah coffee is good thanks. Any plans for the coming weekend?"
1,Hi there @Mtii   â« http://blip.fm/~7hcax
1,@Bowsek NOOOPE NO NOTES so gay it was REALLY important...o well...yea she is so pretty  her face is like pretty and not slutty 
0,@marleyuk coz thats wot the error code says 
1,@HeyGirlHey15 thnx  It's tomorrow though 
0,@Aysun29 oh thats a shame u cant make it to tylers party  was gonna offer a lift. How was yr weekend?
1,@Fejennings Mooning at the neighbours Frank...whatever next haha 
1,@lizziedr AWWW. RECORD IT!!! Hahahaha. Frankie wants to say hello to you and to @anambanana. 
1,@eveningvicar hope that helps my friend.... and puts a smile on that face 
0,@thisisbree Well that sucks toots. I'm sorry  I hope you feel better really soon.
0,@Caraa_x your hair gets so LONG so QUICK! jealous! 
0,The only thing I have to show for an hour and a half of work is a disconcerting graph. http://twitpic.com/6eyda. From raw Budget data. 
0,"@sourapplemedia Wow, I can't get my wife to get on twitter...  #satchat"
1,"@hiannie no problem, we were pretty busy during the weekend too "
0,@emotionalpedant I'm always so behind on the interwebz trends. 
1,@_dznr Their pan-fried trout for din is AMAZING too. Live Music for summer on patio starts soon. 
0,"Ugh, WAMP is deciding not to work properly today. "
1,@vsteph uhuh! isn't the song just so AWESOME??  best of luck for your exams too!!! when do you finish btw??
0,I don't have access to a tie....  What else do I have?
0,@jasminanguyen OH MANN I WISH I SAW THIS EARLIER!  I stuffed up so badly in my SAC today!
1,"@ScruffyPanther your like me too many baby genes, feed us too much we sleep  "
0,OMG wait there's multiple pictures. ALL of which are unnghtastic! OHHHHH yes. FUCK that I have to sleep before I can listen to this 
0,@blondephoto ended up being a busy family weekend.  e-shoot on saturday early evening.  pulled up carpet on sunday due to cat urine 
1,@buffywoo  Meh to them I say..meh! 
0,my hands are so sore from writting! ow ow ow!  im seriously going to bed now!
0,@dizzybunny um what is she hideing lol i dont know what to tell you about it all  id come play britney at ur party
0,@LadyDiamondblue I'm watching it NOW &amp;&amp; did you mention me when he popped up on there or NO? 
1,"@jordanknight i hope you had a great BDAY, its my bday now, how about a bday DM  love ya!!!"
0,This is really sad. 
1,@CC2FREAKY where is my nigggga sleeeepy clydee at?!?!  
1,Done studying bout the earth 
0,Crap :| Can't attend school. Me sick. Me sad  I'll be missing a lot of activities! Oh no! Dun' wanna be left behind... Waaaa
0,@McJonasPrincess I know yeah so unfair  Oh well at least we're gonna see them even if it is ages away x
0,The freeze frame on my YouTube videos make me look like the black Gilbert from &quot;What's Eating Gilbert Grape&quot;  !
1,"@AKFirecracker Ooh, that's pretty! "
1,@sugahips23 lol whyyyyy 
1,So excited that Chapter 2 of Guardians is out. Several good reviews so far and it's only out for a short while  http://bit.ly/oCuHS
1,@bradiewebbstack noooo  bradie you need to now write one status about me (@livnb) and amanda(@One_StepCloser) pllleeeasse 
0,"@DrSavi She sings well, but some words I have to stress to undertsand "
0,@sonnyjoeflangan awww are you shitted cos you cant help @bradiewebbstack @shaundiviney @andyclemmensen @shaunjumpnow ? haha 
0,I want I'm a PC stickers  #pc #microsoft
0,Soo im pretty sure that @bella_kronlein isnt getting any of my text messages for some reason!!! 
1,"Today has been a good day. Very enjoyable. Andy's 3rd, County beat Caley, Faddy got promoted, had loads of fun with friends and family. "
0,@Julie_JuJuBee Will do! I don't know when it'll be.. probably late. 
0,Four hour nap -__- looks like in not sleeping tonight 
1,@lovindauniverse I felt immediate calm &amp; relaxation when those words drifted in to my mind.  Like a heavenly Spiritual Spa!  
1,"continues to shoot a wedding in Bath, in the dry! Fab day so far, weather playing ball, staying dry, if somewhat overcast "
0,need to do the brakes on the MINI 
0,@CorrinRenee i know! We've had a tragedy in our county this am that I've been busy dealing with  people are awful sometimes.
1,I have wwaaaayyyy more updates than you's 
0,"Shwaa.  Not in the mood to learn how to sing those songs. Just wanna take my tablets, then fall asleep to some imaginary world."
0,"@JimmyVo man, I will blow a gasket if I have to retake that damn test LMAO!!! Did u watch UFC99... I was disappointed in all but 2 fights "
0,"Dammit! The hoodie I thought was in my uni locker is noticeably absent, and we're walking over to SouthBank for tutorial. I'm cold  #fb"
0,@lizz_xx there is no more june 20th 
1,"@phorrest Well if I'm going to block them, I may as well soften the blow by saying hello first! "
1,@triplejmornings Thankyou. 
0,@mcbelcastro PIDC!!!!!!! Where've u been kid?  Miss ya! xoxo
0,@princessbutterc lucky girlie wish I was 
0,@OtaliaRocks what u think of todays ep? from pbp comments? i'm not sure if i want anymore angst now after the closeness on friday. 
1,@_Mattie_ teens and drama....humm.. maybe it's because they have nothing better to do with their lives 
1,"@NATTEH haha, we have actually are getting some cold nights still, but nothing like wintertime "
1,@SlvrLambStudios sounds like it was a win win! 
1,"@caldjr Looks lovely Dan   We had pork chops, lincolnshire sausages and lamb and mint burgers from the butchers in Lincoln - all good "
1,great! move up by 3  97. top10optimizer.com
1,@pcam Hey Phil!  #hhrs #tcot #hcb
0,"Fuck I'm tired, hey. Went to sleep at like 3:30am, then Nathan &amp; my faggot brother woke me up at 7am  I'm gonna be so fucked for tonight."
1,We parked at the Giraffes. 
0,Back 2 the bay 
1,@Lady_Twitster Hi hun...hope ur in bed! at least one of us should do that noble thing!  xx
1,@rkinkoph that's a great picture  very cute.
1,"@rachaely57 En plus, Joel met Tom Felton yesterday HAAAAHAHA this amuses me to no end "
0,"@Galiiit awww that sucks  yeah i really want to get it, i need some new video games lol"
1,@QueenArielDeNey Lmao! Po lil tink-tink! Smh 
1,@GwopGettasENT it's the twitter program for ya blackberry 
1,@MairLouise thank you   
1,@jwoon888 Yeah 
1,@PinkMordeno sure! 
0,@tomcramond Get onto them... 
1,@pinkbunny69 ohhh no!!! Did u manage to get abit of a tan?? I'm good Hun.. Bloody cold here!! Just got my ponderland season 1 DVD  xxxx
0,mother and @susanaabalos leaving at 6am  this weekend went too fast
1,@sinbadbad @RoyaleWatkins props to you both. have you tried virl.com? it's the tinyurl of the cute monster logo world. 
0,@SarahStewart And good for you! (I can get sea-sick on a millpond   )
1,@market_maverick look forward to ur tweets  great job there. Check out my blog at http://tinyurl.com/qe4nn6
1,@unitechy yeah! it does! let me tweet u the link! 
1,@PrincessOfPlano @tiinag @Axiomtoo @nick_jastix @Reach @Persona_Affairs thanks for welcoming @playaholic my friends  much appreciated!
0,@burghseyewife can't watch it  don't love in Pittsburgh yet! But Dexters Lab is on!
1,@ThotFullGWC It's scary how well I know this book. I was reciting a major portion word for word wih the narrators. Kind of sad. 
0,will this achieve anything? probly not  @AlexAllTimeLow @JackAllTimeLow @AlexAllTimeLow @JackAllTimeLow @AlexAllTimeLow @JackAllTimeLow
0,spin_that: Wants coffee &amp; food but I forgot my car isn't here and the truck won't start. 
1,@EaseDaMan intervention with the whole family. remind him you care about him and maybe have everybody write a letter. 
0,#Igive thanks for Vodafone taking two lots of payments out of my account and overdrawing it and then taking over a week to recredit me. 
0,@LeafsFaninBigD nice! and not so nice 
1,@mcraddictal LOL  *giant bear hug* I love you THEEESSS MUCH!
1,@NiKKiBooP try again after 1 pm  my fav song is hmm it hard to many to choose from Incomplete or  QPG
1,@tomsgal V most def the V i like  Vnecks best yup i did see it  XX
1,Ment to say soz thanks to my new followers  welcome to my random world lol xx
1,@Nani84 Cool cool. 
0,"no school today, and i'm up at 8:30. you have ggoott to be kiiddiingg me "
1,@ThaLadie thanks for following me baby i need the love im huring right now lol 
1,omg! bouncy thingy!  im at a little kid's birthday party. ;)
1,@CruciFire Ninde ee #shavam mukham marakan patilya  @bombaylives @Harishk @thecomicproject @fossiloflife @thenewbnb @crazytwism
1,"@tommcfly when you play the summer shows, can you at least play one old song from wonderland / rottf thats not been played in ages pls?  x"
1,"Did you enter my giveaway yet?? http://tinyurl.com/d2mcy5 win a handmade posy magnet, just comment  xo"
1,"@Richard_Gable Sounds like a blooming good day then!  You have fun and enjoy yourself, not that you need telling to "
0,aww @recebella  no feel any better?
1,"Getting ready to go out and eat now! Yummy, yummy "
1,@Mrs_Wells thanks!   girl im trying... still working on the man of the house to agree - but im just gonna keep asking &amp; asking &amp; asking 
1,@Cracklin_Rosie  his problem is he backed Flawless and he cant hack looking an arse!
0,feel like crapp tonight mayyy-nnn 
0,"@jo_santos Someone remarked profile pic had a naughty glint  Not true, right?"
1,"off to cook some brunch and watch some TV, then going to do some work on a few sites "
0,@fadedmoon TAHO IS LAV. xD I used to buy every after class in my old school. But then I transferred. 
0,@jessissocool training. 
0,@squitorio no!  are you?!? i hella wanted to!
1,"@tercowas Wish you get well soon isA .. Yeah Twitter was not in the mood at night  .. I got lelli back , she might be pregnant"
1,@FlorentinaWTF Good choice  sleep well. 
0,I have to make sure I dont tweet too much and get kicked off twitter again 
0,@RatedGRomance Old fashioned in the best sense. A true gentleman. Romance is not old fashioned but it seems romancing is. 
1,@mindboggld I am going back to work in a Dental Office   I have been at home with the kids for 3-1/2 yrs.
1,And good morning to all my friends  Especially @Illig @starrgazr @hooeyspewer @deabush @div_conspiracy @changstein @kbushling @Groo230
1,@ksymmonds Yawn - put another record on ha ha  You know I'm only messing 
0,Doing homework  sooo much to do arhhhh and soo much math lol
0,@BMatt95 OH NO YOU DIDNT. lol i didnt even notice 
0,@kristinajonas hahaahahahaha awwwwwwwh that is so mean 
1,Oh and Kelly Clarkson was awesome-o on @Rove1974 last night!!!!! Boy can that girl sing! 
1,"Dear National Geographic and Travel Channel, it's always been my dream to write and photograph for you. Please make my dreams come true! "
0,Omg chuck got beat  I'm so sad for him he's a good guy but time to retire!!!! xo
1,@firequinito Woohoo! 
0,"Morning Twitterverse! Getting myself ready for a long and rainy day, pretty crappy weather out there compared to the weekend! "
0,@fallenstar_ Oh. I can't watch 'cause mum and dad are watching something else 
0,@tommcfly Tom can we feel poorly together? I can't breathe still 
1,"@productgirl Don't worry, you spelt 'ransacked' correctly! It just looks wrong "
0,I'm having a really pathetic and inept day - I can even open a tin  fortunatly it is me and the cats who are going hungry as Jean fed
0,"Also, maybe I was just shy about telling you which is why I'm being a complete coward and can't tell you these things directly... "
0,angels &amp; demons on(~) then i'll goto grandpa's i don't want to go  i have so much thing to do &amp; i'm sleepy i should go visit my bf instead
0,An emergency tiolet brake is in order 
1,"http://bbltwt.com/griuu &lt;- Check baby out!...it is time 4 LadyScholar 2 get her beauty rest, so Good Night tweeties &amp; I'll c u n tha am "
1,@darrenvirtue CLUB BED in Miami 
1,@BlackKat1979 hello dear  I do love the rain we just seem to get too much of it sometimes.
0,"owww god, drop by 18  57. blogspot.com"
1,@mileycyrus this is silly but i had a dance tryout on friday &amp; i find out today if i made it could you wish me luck &amp; pray for me please 
1,@SuzanneReed I can live with getting rid of some old stuff.  
1,@csquaredsmiles TWATLIGHT loool.. I know.. now they relate rain to it.. haha thats why i wanna move to england is always cold! 
0,"@skaterdays LOL, such a dork. Hmm, is that book pretty good? Maybe I should check it out. That's why 4gb sucks  8 isn't much better."
0,@Squallee Yeah same 
1,@LukaIsntLuka you're either mental or hungry? both maybe? lol. 
1,@SamBennington  Hi Sam  Hope you're doing alright today? Have a nice day 
1,@YoungQ YAY!!!!  I guessed right....do I get a prize?  
1,"Dear diary, Tyler took my phone and I couldnt Twitter today.  haha."
1,@Jonasbrothers  you amaze me 
1,thanks for the twitter tip @smosh!!! Don't @ at the start but @ in the middle 
0,@c2s i'm sticking to water. maybe cough drop. it's stress i guess  have started getting stress hives again. punishment for stress eating
1,"@vriyait Congratulation, give 10 more "
0,its going to be a long day at work since my colleague @jargon is off to Italy for training on Linux Clusters. I gonna miss that Guy 
1,@jophesine77  I'll hang around Maccas more often lol 
1,"@JaneHungOz I think she already saw the Full Monty ealier, and said it was very impressive!! Unsurprising, I know!! "
0,@Lollyjay  have you done the jobs?
1,@that_kelly_girl ty! 
0,@partycrasherxx tee-em. &gt;&lt; 
0,Home now got outta science 5 mins ago getting changed and then going for my injection  i HATE injections soo much !!! Gtg now
1,Okay .. So I'm here with my mum! And now she and my elder bro r dancing  bless her. Go mum!
0,@Stephanieee55 I know 
1,"full-time playa, part-time lover "
1,@mikesawriter congratulations 
1,Is watching the Logies 
1,@chelsea_playboy @judez_xo i like you guys 
1,@dawizonline They are great  I've got a full list of those religious shit jokes - I'll see if I can upload them somewhere
1,"@PatrikIanPolk When I moved to Toronto *** yrs ago, it was said Xaviera Hollander was a resident. Luv 4 the place frn  the start "
1,@shermanelli wow... u should bring therapy to london lol 
0,is missing the welsh coast today 
1,@Kifa7 Who coined &quot;WTFalafil&quot;? 
0,phonte ain't been on twitter in a while 
0,"#TEDIndia apps opened yesterday btw &amp; they were supposed to announce #TEDGlobal Fellows ysterday,TEDGloobal Fellows anncement on 27 now "
1,@_anajulia Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
0,lost a follower  ahh fudge a fudge
0,@melster_yo I'll tell u about it later  not via twitter haha ok LOL
0,@Trucco905 I saw that this morning 
1,"Dang it!  @DonnieWahlberg keeps pulling me back on here. Well hell!  I don't give a f*ck!  Tweet away hot one, tweet away!  "
1,@KristianaNKOTB you're welcome 
1,@2Serenity  ROFL!!! ;)
0,@kman_19 there's never been such choice for me. i had to go... i'm really feeling sick. in bed today. you havent called in a while 
1,@officialTila lol life isnt that bad 
1,"As Illeana tends to barrage people she works with, w/?'s about their work, if I ever got to work with her, it'd be scary mirror image. "
1,@Myscio Kiboï¿½ I heal everything  I don't get an assignment because no one is theboss of Kibs.
0,@OfficialAJC I laid out in the sun for 2 hours but wish I hadn't now. Sore as hell 
1,"It's been a while I didn't play @atmosphir. Tonight, I will! "
1,@NOZTRA tell me where &amp; I'm in there promise 
1,@RealitynTails You are welcome for the #ff shout out 
0,@MCRmuffin I know  I'm sorry
1,@DJMaryE I was not until now! Thanx for the heads up sweetheart! 
1,Advocate of marketing w/integrity. This is @jeneweine 
0,@DaddyBawsten Its freakin raining again  This is bullshit!!!!
1,@TomFelton Can't wait for the new Harry Potter film  Out in Cinema's July 17th?? Seen trailers for it. It looks amazing!! X
1,"@ArianeBarbs lol  thaankyouu dear. are you going to school in the Saturday btw? so, when will your school to be the end of a week?"
1,@Livvyisme well that sucks =p i hope things get betta for ya  they can suck it.
1,"@jennifer97236 dated 2000 - not scary, just bugs.  "
1,".@schillingfan  Accepted, forgotten "
1,@nuttychris dont think so.might go as spoon.lol 
0,Internation Festival today. Really nervous. 
0,Hair looks really good  I look pretty damn good! I'm missing a few select people. A lot  they know who they are...
1,@fossiloflife Yup 
0,"@GummiBean xD They were giving out plumbob headbands too! I was late though, didn't get it.  I really wanted it too, lol."
0,"@daNanner It's a little bit easier, because it has more presets. Still tricky to hand script. I love flash, but can't script well "
1,@BertoBaby hate u for saying what i didnt want to be said then aww u for what u said bout baby girl 
0,@Bigguyinblack I -KNOW- you quit! But makes me  You were a big influence on my play. Encounter % is impossible with fewer buffs nowadays.
1,@jonasbrothers http://twitpic.com/7gowf - haha nice glasses  and hat lol. cant wait for you to come to aus  loveyouu boys. P:S pleas ...
1,@ddlovato and you look amazing in a bikini  and i love the sunnies 
0,I'm seriously starting to feel like a hostage. 
1,"@demixselenalove They can come from ANTartica, or the pANTry, or your underpANTS or even chocolANT biscuits! lol "
0,"@g33kgurrl he came home with scratches all over his arms Wednesday. That kid got a certificate, not J. Hate to see his disappointment "
0,@truffle_shuffle What an ass. So sorry 
0,@tembrooke oh no! that's so sad  I have a mini doxie. I'm glad you got to see her
0,@sinatra70  Hope they all feel rested and better soon.
0,@CCNMikes: my hubby LOVES yard work he's meticulous he uses scissors 2 cute grass around the trees n can stay in the yard 4 hours 
0,what does it mean by ---&gt;#   before a word?  does that --&gt;# do anything? some1 tell me pls  lol
1,@dannywood We Love You too Danny!  xxx
0,@mvanduyne Aww That Sucks 
1,"@TWCWeekends Hey Steph, I can't believe you on Today "
1,@iancleary I hope so! 
1,"@amys_bus_ticket I love the part when he drove sooo far to plant a tree, because she liked it  She made Me mad kissing her ex under it :-/"
0,ohh joyy. schooool. why is it so cold ? 
0,There is a baby fox across the street. He is scaring Sabrina 
1,@Moonshayde Now THATS what I call a plan! High five 
1,@leightonmarissa good job.. 
0,"@Elane_ I need one too! I had an amazing dream last night, and Joe hugged me, wish it was real! "
1,@Dr_Jared it is indeed pretty impressive. extremely well done. had me watching up to the end 
1,"Do U lack wisdom,let him ask of God,that gives 2ALLmenLiberally&amp;upbraids not &amp;It SHALL B given him~James1:5~I Believe I Receive~TYJesus! "
0,@im_lindseyB ahhhh!!! san fran!! cant waitt!! but i might not go cuz my mom's being a bitch 
1,"@Llensposts Thanks for the Rising Star vid, awwww!  Re.pics, LOL Im very excited to see others' shots. Dami pa por @gschan &amp; @inkblue"
1,I don't want to go to bed! I want to do something fun. 
0,@GiulianaRancic That reminds me: did u hear about George Clooney &amp; the 23yrold gf moving in 2gether? I'm so sad Giuliana. I'm just 24! 
0,@ladyloki Weekend ok. Slept far too long today but its ok. Gotta do work later  How about you?
1,@Terracegirl yeah we are only rained one day there in over 2 weeks not so bad 
1,@diana_music * runs into studio takes u outside * let's play hehe ave a nice day  &lt;3xx
1,@kegan5 OOOOOH i am so fucking jealous right now i wish i would be there tooooooooo LOL  XX
1,"aur agar sab kuch thek na hou, to woh &quot;The End&quot; nahi. Picture abhi baki hai mere dooost!  SRK in Om Shanti Om"
1,loved the new 4 Canadian tourism commercials http://bit.ly/c4PFl  oooooooooooooooooooo 
1,"@vaxen_var no, just a few mins ago  good night, storm chaser..."
1,feckin car trouble..always crops up when I can least afford it! I think it;s punishment for me leaving it behind when I go away sometimes 
1,@R33S LOL. No worries. I won't hold ya captive. The dingos that surround my house are just to keep bad people out! Like a moat. 
1,@taylorswift13 Hey Taylor! Your awesome and i love you. 
1,@nkotblvr this is true.. one can never have too much of them abs 
1,GOOD MORNING !  Time to get up :/
1,"Such a nice night, loving all the things which have something to do with you NIGHT ALL!! "
1,goodnite ya'll. entertain yourself by checkin out http://mscaseycarter.blogspot.com 
1,@_SueClearwater_ I know... :giggles: But I have a space heater here... :pats @WerewolfEmbry's shoulder: I think it'll be okay. 
0,Off to work 
0,@Spite1977 i wuda but im shooting at 7 soooo tmrw? 
1,@motionocean http://twitpic.com/690ka 
0,"Love the TOP 5, but unfortunately not the TOP 2 "
1,"It's fucking 92,12 F here! It's only 12 pm, omfg, I'm going to die soon "
0,Out of gasoline n I didn't bring enough money. Now I'm trapped in traffic n juz keep prayin that I'll be home soon without any disruption 
0,@AprilRoxX That song makes me cry 
1,@talkradiohost went to south africa in 06  I loved every second of it! Where did u go? And thank you for your service! GO NAVY!
0,"@amc1988 yeah, i know. but only ur here. and yeah, Paws is still there, isnt she?? dukedoll left "
0,"@kellymoore09 man, i really wish i was there "
0,"Sad, @veganrunningdad just left for the next 4 days "
1,"@D_Hock Oh, I'm not. When my birthday's coming up, EVERYONE knows it. "
1,@IndyBamagrl thank you 
1,Finally almost home 
0,@Wolfie_Rankin Sadly we do  Least LL are aware of it but haven't fixed it yet
1,"@MeccaMoore I'm having fun, had a real life strip club experience last nite at the crazy horse. Wasn't so bad "
0,@Dinowells aw I have already beem in one. I'm really upset I can't go to this 1 bc its gonna be on mtv2 
1,"@jodabone Waikiki Craziness? How come? ... Ahh, forget it, it's VACATION time!! VAAAAACCCCCAAAAAAAAAAAAAAAAAAAATION!!!! "
1,@trickyshirls thanks 
1,"@abaggy No, you guys could be here. "
0,feeling super sleepy and knocked out cold today! may as well leave early if possible! 
1,@minknosadowsky yeaaahhh!!! congrats!!! 
0,@haley_helena I don't know 
1,@Nanti_SARRMM Take a look at my facebook group!? http://tinyurl.com/c44c6r Come on in!  x
1,Everybody is trying the herve ledger dress.. I'm in loveeee 
0,Hopefully she'll see this at one point of today so HAVE FUN IN SPAIN PIP! I'LL MISS YOU  qq
1,I'm back guys :3 wee. I'm ready to tweet again 
0,@evilray I love sprouts 
0,@rjakesdub Is Dublin/Ireland that expensive? Me paying around 3 ï¿½ for a small beer in Amsterdam. D*amned expensive ï¿½ prices everywhere! 
0,"@sumee1 i feel bad for missing the past couple of seasons. i'll watch it now and again, but i always feel lost and disconnected. . "
1,Shirley is Happy to be part of the tot's  via http://twib.es/CPJ
1,"@x_stevie_x haha, i'll make sure to do that "
1,@ToddBrink TF where ya been? I been on FB listening to old music from HS and it takes me back. . .good times 
1,haircut tomorrow!! Going for something edgier than my last one. Any suggestions? 
