sentiment,text
0,"@AlanKercinik gotcha. i have non-existent credit since i don't charge stuff &amp; don't own anything, so i couldn't get care card. "
1,oh my stomach is very happy. just had some REAL chinese food. not any of that shitty take out stuff. well take out's still good  haha.
1,"Yes, my Ipod is on Shuffle "
1,@JGONeill you should be playing with @hardeepdeepdeep it's his game 
1,Ahh trashy daytime tv. Gotta love come dine with me 
0,If the tennis is finished I guess Murray lost then  http://news.bbc.co.uk/sport1/hi/tennis/8005975.stm http://tinyurl.com/ccm29k
0,[-O] @Findafurry She looks like she's been thru the wars  Hope she finds a good home. I wish I had more ro.. http://tinyurl.com/lymx2e
0,"@nancyadoresjon yeah tell the whole world your idea! your screwed now!  people steal, how many times i gotta tell u?????"
0,"I really wish I was back in florida  we just hit Alabama, damn."
1,"@Hayl3eMarie  oh Bradie Bradie, oh Bradie Bradie Bradie, well do whatever you like "
0,@XeroGravity thanks. however i still have the headache i went to sleep with 
1,Haha dont worry about me!!!! Ill be just fine!! 
0,@Aly3s0n5 maybe too much sun? 
0,"@mileycyrus Miley, Miley, Miley, feel better! your tweets are sad sometimes. "
1,"@1andOnlyLavinia Missed you on the show today girl.I was on hold 4 ever, lol. Girls busy yakking. wish we could do that  with webcams! "
1,@tommcfly all those flights must be boring. But it seems like it's worth it. You seem to all have fun 
1,@electricthroat weird... us toooo! haha you better put your drinking shoes on!! 
0,I don't feel like watching Tayong Dalawa later ( Ingrid's going to lock Audrey in a closet  &gt; (
0,@Jaypayso damn wifey got you abandoning me and shit lol ic how it is 
0,@KrisColvin ahem...and yet...you're not green yet kris! 
1,Done studying for today! Woo hoo! Going to clean Charlie's cage now 
1,Emminem is going to preform at the MTV movie awards. yay! 
1,"OOH everyone - go on iTunes and search 'Gerard Way - School of Visual Arts'. Seriously, it's an hour-long interview with Gee "
1,"@AmberAusten If you'll end up a finalist I'm not sure, but you are beating Demi Moore right now. "
1,@Alexsmith10 No problem  if I haven't done it by about 8 remind me lol
1,@devilishdelish if that yoda refernce is what i think it is twoards.. bit me lol 
0,@PepeBlackCat It is hard 4 black cats 2 find good homes I have seen it 4 yrs Rescues say cats?! no room especially not 4 black ones  boo!
0,@lyjahmarie i think you should come on this more ahhh ! 
0,@RiskyBusinessMB  We need to get NED to get US all tickets ;) orrrrrr box seats lol whatevers easier LOL
1,"http://chihuahuarescueusa.org/ thats where I got my baby, Angel  I've also fostered some chihuahuas from there. soo awesome "
1,"@Gen22 Haven't seen @RobMeDaWrongWay yet.  Of course, I've been lying down in a darkened room for a while...  "
0,"@mcflyharry heeey, don't make joke of your fans  HAHAHAH"
1,@meesha_bradshaw -- awww! that was really nice/sweet of them. 
0,wants to go back to harbor town and buy this jacket  http://twitpic.com/71607
0,@karenstrunks oh pooh - I've done that before but can't remember how I got it off! 
1,"@josesimancas Yep, and it is more money than the last one! "
1,but if your think bout my baby it dont matter if ur black or white 
0,@MacsStack nahhh...  no reply.. i bet it was jut a dodgy number 
0,Ha ha got all excited because I got a new text then realised it was from service provider 
1,"Wahoo! Leonie returns victorious! Another two pages of book complete! Time for a book-writing dance, then possibly bed "
1,@snappingturtle love the cat badges! Going to stick one on my fridge! 
0,@Miss_Chicken wishful thinking for me 
0,"i just need some sleep, "
0, i don't know why but i'm really sad and worried at the moment.
0,"@RetroRewind Sorry, nope. Never bought it.. "
0,"Now we're talking. I'm in traccic in Abuja. Haha! But even at that, it's only like Kingsway Rd on a sunday "
0,just got in from a walk. Rain rain rain!! 
1,Thanks to @paulastudio @Stanleydavis @77ozzie for the props and blips  â« http://blip.fm/~7sfh3
1,"@TeresaMedeiros @christinadodd Yes, and I think my title was &quot;TERESA MEDEIROS MAKES MORE MAGIC THAN CHRISTINA DODD!&quot;  via ht ..."
1,@arbonneteam Thank you. U do 2. 
1,@lizvengeance - oh pineapple cake mmmm you do it so good haha black lover 
1,@RealTylerPerry Don't even worry about that!! MTV isn't all that anyways!! You deserve something bigger and better!! 
0,"@EP31 ouch, that sucks.  "
1,I'm wiped out from a long busy day.Anyone got any good stories to tell before I go to bed? I need a bedtime story 
0,@superduperkya I think it's the small butt. 
1,@TheBigHeavy Sounds like one helluva way to jump start your day though! I'd be game!!! 
1,139 subscribers off 1000 :0  
1,"@Shaido they probably want to know what site he downloaded it from, so they can get their own copy "
0,"finally finished-ish after about 90 minutes, i need to clean myself and my laptop (URGH) up "
0,"My season ticket is bought &amp; paid for and will be with me in July, yay. We're definitely having electric turnstiles put in though, boo! "
1,@clever_URL have u trotted your new avatar out on http://flirt140.com ? It'll prob be a hit there 
1,"@__monique ah ok, have you got now the album? (and no, we aren't stupid  it's good to learn english hahaha )"
1,"@Sowhatx3 YO  im fay lautner, howre you? xD"
1,@MrRathbone U R a bad ass Growl back..... hahaha    
0,"JOHNNY ROCKETS JOHNNY ROCKETS JOHNNY ROCKETS! Oh bf, mos def I wish you were here cause I'd bring you with me! "
0,@RaraACTIVE eh ill try. gotta play soccer tomorrow 
1,"@Sims2 LOL, I know. "
1,@shaundiviney Congrats on sway sway being on radio  xoxo.
1,"@nakulshenoy any app for that matter cant hold ur tweets unless u keep it perma. running in bg. for all, there is twitter.com "
0,@JohnhampsonUK yepp not looking promising for Reading at all 
1,just got my hair cut. :] its really short now.  but i like it. 
0,"Two months ago, I became irrelevant. "
1,#dontuhateitwhen i start twittering random lame ish.. LOL... just unfollow 
0,getting up early is only going to mean i've got enough time to fish out my stuff from my suitcase after the weekend. not make me early. 
1,@AnnieR Thank you and am most humbled by the descriptive prose. 
0,"@pluginbabyS Aww... Really?  ok, finish your essay so that in the next two days you'll be Essay Free!"
1,@yeaauuh 
1,@sceric77 Better than last time   You will go one weekend and make a profit! lol
1,"@Scifleet Good morning, Sydney!   Happy Satur-data!"
1,@clarasdiary did you get the mail? she said she just sent it  xx
0,@Peter_Nicholls omggggggggggg!!!!!!! lol you could've met Greg!!!!!! 
0,"@rolytaylor I clicked on the Haydn performance, and I get the message, &quot;not available in your area&quot; "
1,"@AndrewDearling ahhh, ok... i think we should make a noughties one at some point tho  x"
0,"Ahh someone told me I had a dirty mouth, I shall resist! "
1,@migaruler thanks 
1,"@mishref awww, what a friend! yer so lucky to have him/her "
1,so glad david and i are friends again 
0,My birthday ends in 15 minutes! 
1,@HIstapleface answer my really cool questions 
1,"@JaxLicurse My pleasure, you are worth it "
0,"Going to see wolverine with @charp later this arvo, was gonna go to mini ptub but can't make it, will have 2 raincheck till the next one "
1,@princessJOJA eeeee  what r u up to tonight then?
1,@marginatasnaily Make the most of those precious hours and have some fun! 
1,@shoelover79 Have heard a bit about that... will have to check it out. Have liked Eliza D ever since Buffy 
1,@ShoeChick Great!  And we love you!   Happy Man Day!
0,how I wished there were zune for mac... not liking to have to move to use windows for interacting with me player 
0,@TheCrystalLady lifts scare me so much  such a girl  your little ones are getting lots of treats this past week!
1,im feeling a little confident for this bio final tomorrow  but i still think i need a little more studying;to make me even more confident.
1,@JohnFletcher Happy birthday fir then mate  ??
1,@OweeW nothing lol 
1,@step87 ya but you have to know when to hold them.know when to fold them.know when to walk away..know when to run. 
1,@ANDREAMARIEXOXO GoodNight! 
1,@Glasgowlassy lmao...that would have been funny!! What happened to it..did it get claimed by one of the neighbours again? 
1,I'm writing Chapter 120! ALMOST done! 
1,@singa Thanks and enjoy your day 
1,@KayleenDuhh Woot woot  haha We need to research every contest possible!
0,"im watching 'La Rosa de Guadalupe', its very nice, tho its sad too  poor girl man. =/"
1,@AgentBooth Your not all bad ... Parker is a good Booth boy LOL Anyway it's part of your charm .. being a lil bit bad ass 
0,"@feiticeira i searched for it, couldn't find it  we discussed it over chat, how it had been deactivated and never reactivated, I ? U twin"
1,"@josiefraser I wonder who's 1st on cursebird, cause I really want to follow them "
1,"@goaliemom31 Sure, these are the photos we took today for @DianaRusso  http://bit.ly/hQrHo  Enjoying the new hemp beanie "
1,@Disney_Dreaming my day started like 10 houres ago  but i had school boring
1,@semwebcompany I'll go anywhere I won't be shot/kidnapped/beheaded for being American. 
0,@CashiToHo Sorry for ruining it for you! 
0,@GeoBlogs just started to rain here. Left my coat at home 
1,@mousewords you sound like a mastercard commercial 
1,@ODNETNIN Remember the crunchie dude 
0,holys**t drop by 37  57. twitter.com
1,@Strabismus You are too kind! I swear I'm always feeding someone! 
0,my parents know how to piss me off- asking me to do something that i already decided i was doing. twice. 
1,@cleaninggirl That was adorable!! Thanks for the rec 
0,i wish we can give Ms. Malvas' cake to her tomorrow! 
1,"I am gone, have to go to my connect group!  Adios amigos, remember you were born to be a champion, so be &amp; act like one! "
1,"wow you're such an inconsiderate, selfish asshole. "
0,...but it didn't work. huhu 
1,"@nathaliep thanks for the #FF earlier, very kind "
1,@VikkiS Don't start complaininggg. Haven't had sun in two years  lol
1,its good to have internet back 
0,This pain no sleep routine is getting kinda old now. I'm so so so tired of this  So Tired.
1,"@kittencaboodle Thanks  Got your email btw, thanks for the thought "
0,@pete_c I wouldn't know. Am stuck in an office. Bah!!! 
0,"@krisengel622 ur just mean, very mean  LOL"
0,Waking up and wishing everyone a Happy Father's Day! Now I gotta head to work. 
1,? w00t.. i didn't know Magnificent was U2's new single.  it is my favourite song out of no line on the hori.. http://tr.im/m4BW
1,"@smarty7 Sorry, misread  Don't worry, didn't do anything bad yet "
1,"@Azlen *waves* Hi, Brad!  *still dancing over Pens win* *giggle* How are you today?"
1,@sharonhayes why thank you for that 
1,@mandiebear Thanks for the music!  lol
1,@SarahSaner I love your new picture by the way!! 
0,i am starting to really not believe him. i hate it. i hate not knowing.   kben :]
1,watching &quot;this is howie do it&quot;  
0,I'm hungry  finished with play practice now at Lucian's trying to figure out what to eat! 
0,"revising about employees contracts n policies was probably the most boring hour of my life! i think my right arms burnt, oh no "
0,Sorry. Will take grumpy self away: no point snarling in public. Wish wasn't so busy living own sermon illustration re Spirit leaking away 
1,[Duran Duran ï¿½ Rio] getting the late night loopiness but otherwise doing good @DecoDelight  how are you? th... ? http://blip.fm/~7d8g8
0,@WillBressington why thank you Will 
1,I am so excited to this new idea. YAY @Mao208 @RachelOaktree @xfftl8myheartx @Turbizzle 
1,"@chelciscool you think so? well, good for you?  anyway, what school do you go to in Welly? ;]"
1,@Promogeorge i need to trash my phone because its super gay. AND i haven't even gotten in yet 
1,"@BeanLavigne  You live! What's the matter, Lady Ash? Someone being mean to you?"
1,http://twitpic.com/6qny8 - my view. Its a lovely day 
1,@GL0 tweet a pic 
1,I'm closing lappy-top for a while...gonna eat and hang out wif @Lethaldread  maybeh steal some of his chzcake XD #ChubsUnite
1,"@Bonedwarf that's not how it's done, you need to fill in forms these days rather than homicide  do it, banks desperate for business"
1,@taylorswift13 do you like SpongeBob taylor? what cartoon you like the most? sory bout my terrible english 
1,@saucerpass The nametags that we have are AWESOME! Just wait until you see them!!! 
0,@pattycakesxo OMG! WHY DID YOU CRY?  I'm the cry baby! Not you. D;
0,"@KISHAAA Hey, when did @souljaboytellem last talk to you? And how did you get on his tops and not me? "
1,Seem to be getting lots of #ff today!  I like it!  Thanks all!  Highlight reports all finished!  I can now wind down for the w/end ahead!
0,@Phee78 that's awful 
1,Send a postcard and receive a postcard back from a random person somewhere in the world! *I'm ready!  http://ff.im/-2ZVgd
0,@sharynluu I think Im sick as well  You going to school tomorrow?
0,"today was the day i was supposed to be getting married.  the economy ruined that, thanks economy."
1,Well... I guess I'm about to head out and go.... Well Idk where yet... But I'mma go somewhere! LoL I'm kinda tipsy  TGIF
0,"@gfalcone601 you have no crunchy nut? we have no peace , theres work going on in my house i had to get up at 8  xx"
1,"@tommcfly Tom, David said he love POV. Any songs of David that you enjoy in particular? "
1,@elismaroets has this always been the case? Or did you wake up like that this morning? 
1,WHOISPROPHECYFollow the Track CartelÂ©--------&gt;@WHOISPROPHECY &amp; @SIDESHOWBEATS &lt;--those are my right hand men 
0,"In a hospital, vomitted three times this morning. My stomach's empty as I haven't eaten all day.  Feel very weak right now....."
1,OMG @mollermarketing - I had no idea!!  TY TY TY !  @DanicaPatrick is beyond awesome
0,@freakgoddess   i wish i could have some ... Anways enjoy.. see ya tmrw... 
1,@sidsmumma Superglue is the only way to go!!  x
0,"@Liferoot It's his friend, and an officer  so... yeah."
0,@aprilllllx *gasps* and you could't tell me? why?  i'm sad now! can you come over here or me over there?
1,@tarranti Cheers - you too 
1,@coeah Played one for you. 
0,@livetosingxo and i had our first fight 
1,"@mileycyrus woow!! you read our replies  can't wait to see you here in Brazil, Miley!! You're awesome! "
1,Good morning 
1,@immanuelruby - Thanks. Wish you the same 
0,"@lunglock happy birthday to your sister  and liam, that gqmf. Poor man "
0,Anyone know where you can buy jonas brothers tickets? You know i live in sweden but i donÂ´t know where to buy the tickets  someone help &lt;3
1,"@Jakesmom02 awe, well that was sweet of her  kids are just the best! They suck the life out of ya &amp; then bring ya back w/ a hug or kiss "
0,"If ur listening to @nkairplay, you may need to refresh ur players b/c I just reset the server for JBlock's show. Might've kicked u out "
0,@Ryan_Tudor yep tried restarting and I have a ton of free memory... had no other programs running at the time and nothing works 
1,@davejmatthews @slessard since you didn't play thank you can we please hear that tomorrow? i love love love ending a show with that! 
0,@oresteian could be that too  Look don't burst my bubble of hope in thinking there's inherently decent folks out there &gt;_&lt; ~sigh~ ;)
1,http://www.flickr.com/photos/candygirl123/3599186544/sizes/o/ Cutest cast ever. I love this show. 
0,@robinng @edwintcg heh u wish! i connected it to the DVD player's line in/out jacks... nothing!! 
0,@OwenGerrard only thing I have for a hobby is computers &amp; video games. 
0,"I so don't wanna go outside, I don't have anything to do there  Maybe I will write later..."
0,@SadittysAsh Okay I officially hate ur JOB! Stole my BFF from me 
0,@ElyssaD Yes it sure does! My internet keeps getting disconnected so the uploading gets cut off and I have to start again 
1,@Tatuaje1 i'm working on one now... 
0,I'm not Danielle  I'd never. Ily so much.
0,"@tomfelton http://twitpic.com/4jam0 - ohw  but you had fun, right? it's always sad to leave, but if you have beautiful memories, it's  ..."
0,@madamecupcake what's wrong?? 
1,"Well, I think you how and where to fix that!  "
0,why are sundays so uneventful?? 
1,@robinkurz if I get a chance tonight u might get a short chapter 12. 
1,@GirlwitCurls hahaha u should try and write a poem about it 
1,"@HartHanson Re:Booth's Grandfather? My fellow Oklahoman, James Garner, would be awesome!! Mention ur an OU Sooners fan &amp; he'll do it!! "
0,@fountain1987 you make me sad !   why did you have to leave hollyoaks ?!  you were amazing  it made me cry ! good luck with everything x
1,"@TheBetterSexDoc Thats wonderful  I agree, catching up is always great. Twitter is just great in particular lol "
1,I'm about to be finish with this story! ha! I'll gonna post it soon 
0,@jerseygalrocker NOOOO! Sorry I can actually reply! I'm sorry! You should text all day tomorrow! I know its not the same!  I feel for ya.
0,OUT TO EAT! missing technology academy of excellence already...and we just got back........... 
1,@brinalovesjoe ahha yeahh  are you seeing JB this week? (:
0,@OriginalOG  I promise to do it next week....but I have to figure it out!   lol   
0,@yupyeahuhhuh The yyy's are my fav and I've never seen them. I have the worst luck when it comes to them.  
0,@KameronElaine Thats Sucks 
0,A Sunday well spent! Don't feel like work tomorrow 
0,"If you're following Andrewbui123 on twitter, UNFOLLOW HIM. He is not Andrew Bui!!!!!!!!!!!!! "
0,"@hiyer mera aadha ya thakur or gabbar ke aadha, yeh log tho muche baatne ka plan kar rahe hain   aur thum muje dhokebaaz keh rahe ho"
1,@Angpang @Itxi_Itx  When I was 18 a little girl called me &quot;the old lady&quot;. It hit me as very funny at the moment - never forgot it. 
1,"@reba any chance you'll be heading to Montreal, Quebec anytime soon? I'd LOVE to see you in concert here "
0,@tinmouth the men in that apartment have no fucking luck  does it have a happy ending?
0,@macarser sorry.  blip has broken links sometimes and grooveshark has better selection.
1,@Jerbeast http://bit.ly/MWX6x   you will love this video 
1,"@poptrashmusic LOL Ok. Yeah, last night was alright. "
1,"@casual_intruder or how about a I Love Your Blog sign from Harold, that would be cool! "
1,@jenna119 AWWWWWWWW Happy Birthdauy How old are u going to be 
1,"@ella_1417 Can you just send me the link?  Hehe. Thanks, Ella. "
1,Who out there wants to describe crowdsourcing to @apryll_lopez?? 
1,@fossiloflife tht still isn't pg 5 ;) and give us some credit for getting u thr  @CruciFire @crazytwism @ijithu
0,"That is, if i'm not permanently banned from the computer.  why cant i be an only child? =P anyway goodnight all! &lt;3"
0,isPlayer Has Died! Sorry 
1,@bad_housewife Are you doing the housework? I'm confused 
0,"@stompthewalrus  yep, we miss you "
0,Why does twitter eat my DM's?  Not happy 
1,Eastenders time  right fancy some onion rings
1,@justiniiams Oh! Going to have a look @philgerb &amp; your current boss-can never have enough positive inspiration!THANKS 
1, Getting close to 2K followers!  I feel a chocolate party coming on! You are all invited 
0,my mum said I can't travel  because of swine flu!!!!
0,It was awesome but short. 
0,@missthaing13 oh oh what did you post? I missed it too! 
1,"@whatswithinu Doing wonderful, Pam! And you?  Just downed my first cup!"
1,@CHILLSPOTATL ok thx... I'll be there 
1,@mileycyrus u have a perfect body mileyyy 
0,"@choley Coolness. (I fail though, I still haven't seen Star Trek  NerdFail)"
0,@rowbear1 nooooo.  dun be sad
0,@theknickermafia  she caught me looking and thought I was #uptonogood lol
1,time for a tea break 
1,@tercowas Good morning  .. another more 6 doesn't hurt  ..How are you ?
0,Hates it when someone doesnt know how to appreciate 
0,aw atl arent playing on monday 
1,@marchie1 yes... it does help.  such a long road ahead...I cant tell the future. who knows....
0,"why can't 30 ever be on twitter when i am? they normally come on like, an hour after i go off   "
0,my &quot;Katie&quot; bracelet keeps falling off  im scared im going to lose it
0,@JonathanRKnight Why oh Why did you bring us all to the unmentionable place... we knew it was coming but still in denial 
0,OMG my tummy is messed up! 
0,@sydneohhh aww  no its not hot at all! today it was supposed to get up 2 70 but it only got up 2 65 and on monday it going to be 40 out!
0,@dougiemcfly   ring dave!! or the lizards are goin back to the shop.!!  this is from your poor neglected mother goose 
1,@RetroRewind love the new pic Dave....It's adorable!! 
0,@BlessedBy3Kids Let me guess.......The &quot;Dead Things&quot; are winning. 
1,@khushi4all arrey! we are around! y do u then worry! u can talk to us! all of us here! 
1,@mario here's an idea for a new twitterfeed feature: an option to limit twitterfeed tweets to a retweetable length 
0,"@JonathanRKnight If there is any consolation, we're possibly getting snow here in Calgary tomorrow! SNOW IN JUNE - only in Calgary! "
0,@blackmamba23 *clutches pearls* lol but that sucks 
1,"@sccrpr0digy http://twitpic.com/6dfeh - lmao. y'all amuse me  Hate to break it to ya, dude, but she was kinda rockin it better Fab. lol."
1,Im getting dressed for  my day..Its a beautiful saturday morning  *I &lt;3 Cupcake*
0,"Hey @hawkcam Me too, 40niner.  We won't see Miss Piggy hogging the food, gorgeous girl that she is  (hawkcam live &gt; http://ustre.am/2f9i)"
1,What a result  woohoo!!
0,im sooo cold! silly silly coldness 
0,"@Emmaroo i can only say bitch  oh ass too, i think. And &quot;kiss my ass!&quot;"
0,"Yep, just water and milk.. "
1,@MichaelSage want a phone call with an &quot;emergency&quot;? I can arrainge that. 
1,@anniething1 LOL! I have many of those moments myself girlie 
1,@AndrewLeeOnline Get up front  haha.
1,Happy prospect of an afternoon of designing style guides and Office 2007 templates  The perfectionist geek in me is over excited
0,@GertieGamer  I eated it.
1,@AndrewAckroyd dafont is good 
0,@ashley_eastwest ooopzz..I messaged him not commented sorryy 
0,"Productive as hell day,money keeps u move n and DAMN Its been a long ass time!!!! Whoa, got some needed items, nw 4 tha clothes washing "
0,"@brennasaurus  If it helps any, I miss YOU."
1,@Hedgewytch Stop with the images! I won't be able to sleep tonight 
1,@ElkaBr yeah I think that's important. I think kids give ur life a deeper sense  and that's necessary for getting happy
1,@ether_radio 
1,@Rhe_S LOL.... I thought so 
0,Why can't it be storming now when I'm going to take a nap? The rain would help me sleep 
1,i wrote about @taylorswift13 for my final test. she been my role model 
1,@annapires in a word -- no. my kids can already outsmart me (maybe i'm getting dumber 
0,@Linc4Justice BB i dont know  just all of a sudden feel really overwhelmed. i dont handle stress all that well 
1,I have a job interview!!!!!!! 
1,@Courageous_one huh? I didn't understand!! What is it called? Worth a read? 
0,"Gah, I don't wanna talk about Dan. It's upsetting. "
0,"I've lost my addidas trainers, my favourite pair too! "
1,At the besties party! 
1,@greggarbo http://twitpic.com/6slah - lol that's a good one 
0,Gah - major screwup seems I set the alarms off after I left the house tonight.  Seems to have spoilt a few of the neighbours' night. D'oh.
0,@Mike_JF whateva.... u are neglectful  my feelings are hurt lol
0,@Shadez ohh i so much missed this 1... had lot of work 
1,http://www.flickr.com/photos/shaunae/3489042153/ bwaaahahaha someone called this a koala! xP tee hee. He looks happy though 
1,@samversionone that's where Im going  Two of our staff is already there covering the press conferences
1,"Diversity were amazing, they made me chuckle. xD Hollie Steel or Diversity to win! "
1,Chuffed with how @loudmouthman has managed to shift hosting of my blog without any noticeable downtime.. 
0,My poor doggy has been sick  
1,@missxmarisa http://twitpic.com/3pe9i - hahaha wow!! that's cool!! like... literally or whatevs 
0,"@ceruleanbreeze Boo, hiss. Aw, I'm pissed off I missed both the epic and the Firefly. "
1,"@marianas yay Shakespeare!  I don't know the Merry Wives of Windsor, but I really enjoyed seeing The Tempest. What's your favorite?"
0,"facebook is acting weird. I still have all my friends updates, but when I got to check &quot;all friends&quot; it says I don't have any. "
0,@urbansophistic awww man..im sorry to hear that 
0,Am fuming!!! Am logging off now before I Tweet something venomous which I later regret.  Grrrrrrrr.  
1,"Showering (dooooooon't!). @booyacakel, what if I picked you up in a freezing car? Would you shop with me a little then? "
1,@mscrismusic hey 
1,im just back from lunch lol 
1,@iTS_ME_CUPCAKE ty ty 
1,@Fasshonaburu @sickathanavg @mdotperiod @STYLEMOM @OriginalNajeema @Chinese_Laundry @MsLatina Thank you for the FollowFri love. Hugs. 
1,@MaddieFoo thanks love.  i tried it. hopefully it will work.
0,@jesshartley THAT SUCKS!   *hugs*
0,Ok i am back and have been for a few unfortunately the hubby isnt drunk enough to just go to bed. So he is online instead 
0,The show is so boring 
0,I've lost so many lady friends in the past all because they wanted to be more than friends &amp; just wouldn't settle for being just friends 
1,Eating breakfast and then getting ready to go to @aldaholm 's place and then we are meeting up with @almakaren 
0,"Tired, cranky, hot &amp; cold &amp; voice is weird. PLEASE NO SICKNESS  Hopefully just tired. Sleep in Thursday will fix *nods*"
1,@amy_wright The whole package. 
0,I'm sick  I have strep. Ughh (via #zenjar )
1,"OH, my face came back  Yay."
1,"Although I dont use my blog much, nor do I blog correctly, I've put a small bit about The Script "
1,@MandolinChick Ravioli is good too 
1,good morning everyone 
0,"@eBeth, sounds good,but only having the net on my phone when in work limits my involvement "
0,The Spirit of Gravity (over time) -- is the Devil which returns to Silence -- the plucked Resonance -- the Hope -- of the Spirit's Song 
1,@ShanteCurtis HEY SHANTE! how was your exam? i'm sure you did a great job! just let me know it! 
1,@kryz I use firefox and I just clicked and dragged it to my link bar. Added you as a friend 
1,@Lexx9Eleven I'm watchin a movie does this mak me 911 person yet lol  lol j/k 
1,@casual_intruder  whoo-hoo... not everyday I can say I put a smile on the face of a lady at 6:16am!!!
0,"@caninez really? How is it going thus far? And mind if I ask why? ANd btw, I'm sorry I never got to the music, I'm a heel "
1,just got done eating lunch 
1,@MrTHill Yeah I think that would be appropriate for me!!! 
0,Hate when I think I'm late for work and get here and the one with the keys isn't actually here yet  and she's ALWAYS early :S
0,@XxSceneOXx are you mad at me 
1,@TravisDST why is that? 
0,@chuckcreekmur  they gonna have to catch me first.
1,@HimOverThere Go to sleep! You'll be productive tomorrow... 
0,"@murderdof ill bring boosh 2 in when kate brings the 3rd on bak, mum said i cnt lend more than 1 out at a time "
0,why is #iLounge always so damn slow?! 
1,@mileycyrus good luck 
1,at An apple store... 
1,@hummingbird2 Morning..i'm working on it  hope you have a great day too
1,I just called Mara's mom Sugar Tits and she's all flustered.  Moms love me
0,is doing homework 
0,@DJMOE713 Noo..! I Was Supposed To Fly Straight To VA From NY But There Were Complications!  Soo I Came To Houston! Until Next Week.. ;) !
0,@chrisjsimon *Nods* Skipping that too. 
1,Just watched &quot;the day the earth stood still&quot;. I like aliens  is that weird?
0,@AsukaBlossoms *points to @SableSnow * I didn't do anything wrong and he is acting really mad at me 
1,@CasanovaJSandy haha when you did YAAAY! haha I get to hurt peoples ears 
1,@visionaerialist cheers.  hope it takes you to new and magical places 
0,"@heatherhll @amykay1 Hey, ladies, I wasn't ignoring you at all. I went to sleep. "
0,the weather changed  headache
1,baaaaaack and bbye in a while 
1,@amcunningham We need Google Wave then 
0,@springlamb fingers and toes crossed that its a good out come 
0,All the horrible smelling purple flowers are in bloom. Having an asthma attack  why an i allergic to all living plant things?!
0,I always seem to get male pokemon from hatching eggs. WTB female 
1,"okay, going sale water park and then stay at laurices "
0,@scholesy111 no prob not havent been busy in months  yeah it's just nice today yesterday was far too hot
1,"@matadon Code. Until 3am at least. I'm reading Synchronicity: The Inner Path of Leadership. Code=Cake, right? "
0,"@jill777 Yep...there every Thurs, Friday, and Saturday..unfortunately he's married to the owners daughter "
1,@victoriamae14 Depends on the relationship you were in of course 
0,"I've already been to my horse, had breakfast and took a shower.. now i should start with my homework.. don't want to  http://twitter.c ..."
0,"yuck, feeling so sick now "
0,"@mofgimmers Not in my blogging world. We support each other, and we're nice and kick ass even if we don't agree. No time for that shit "
0,Do any fellow SF critics know what's going down with a TETRO screening? No word from anybody yet.    
0,@Ingress66 I am lost. Please help me find a good home. 
1,@daisyx  I totally agree!  Chuck Me! rocks #chuckmemondays #chuckeu
1,@tommytrc Nope...back to work! 
1,@craigeryowens OMG YAY when when when???? Please tell 
1,"eating a caramel wagon-wheel, first time i've seen these "
0,@ahmedzainal im nt sure  i cud hav clicked wrong...bt they only sent tickets 2days ago so i wud have missed it neway 
0,@Widgetty yep shame but thats the quick answer and thats what they want 
1,rb@kattia ~ a weekend do over would be good right now.  thanks  â« http://blip.fm/~7tqpd
1,"@junsikat yeah, I'm sure you're pooped!!! Sweet dreams schatz! "
0,Kevvy kev...im slighly drunk and feelin some kinda way.......this is no good. No sex is not the way of life 
0,"@Moonflowerchild ummm... actually, looks like you get it all day. sorry  x"
0,Short stack oneshot :S I need a storyline 
1,@gill_edwards interestingly enough I think I heard recently it was the Dutch - the same who just beat England 
1,@sweetsheilx Yes all sorts of food!!! Coz' we were treated by our Jap-company-buddies 
0,although we are one castaway down this weekend  Mikey is with his Mum 
1,YAY...Samantha gonna go with me..we're going camping. I won't feel left out. lol I'd be the only girl there if she doesnt. 
1,@grahamstanley Perhaps you can let Wifi tag along to help cheer you up and remind you of good memories 
1,"@Manda01 yup, the mare's decided she's tired of trying to chuck me off *beam* "
0,"@pattycakesxo OH.. SHIIIIIIIIIIII-  Remind me to sign up! Or can we do it sched days? :S (yn) &amp; I haven't asked arounf, so Idk."
1,@blackbottoms Riding your bike!  #fb
1,"Morning folks. Only just woken up. Terrible, but I really, *really* needed a lay-in. "
1,Ty for #followfriday @SujataChadha @CynthiaHern  happy Friday to you too! 
1,"Unless some genius can link to a version of NSS for mac, in which case I'll do it today "
0,Get clicky is down from past 1 hour. 
1,@originalprint Thank-u for the feedback 
0,"@mcwneks  I hope I am not too late, but protect your son!  Circ is not necessary &amp; harms babies "
1,@Blu3b3rri ooo thas cuz u dont count  lol jk chu doin?
1,Okay really going out now.  back later.
0,One of my friends has just been made redundant &amp; she worked for the union. Things are bad. 
0,@DarkGX feel like CRAP!!!  i want my bed/sofa/indoors with a blankie NOW!!!! 
1,@KingdomGuard I shall ttytmrw  You have a great Saturday too 
0,talking bout pizza. just make me want to eat pizza 
0,Wow it's been awhile since i tweeted lol.Getting a 5 hour energy drink and going back to the books. 
0,Good morning all  Still in bed  with my notebook  lol!!
0,@tommcfly aw 
1,@DanaDMB hope u enjoyed fenway &amp; are not dragging from travel. Fuse has been rocking dmb all weekend. Love the promos even! 
