label,text
1,user ah ok...not far then.  well my mum hust arrived so had better go and talk to her or she'll be moaning at me for twattering! lol
1,user hey welcome to peru  hope you like it here ; c you tomorrow
1,user lol..yeah..i teach the children at my church  i love it! i alwaysz get there earlier than them to set up ecverything 
1,user and the other reason i'll dm you cause its embarrassing lls 
1,user hya eccles tenuous links again never fails to amaze me paul m's version still gives me goosebumps love it 
1,user btw i am working for a project for portugus support just now. but ptbr one. 
0,change of plans...not going tonight 
1,"user with standing in all weather conditions like a fool to see people march, but that's just me.  "
1,i only ate dinner for 3 days now. hhaa! about to do homework! 
1,user i've just had that idea in my head..where do i go? who do i call? 
1,"someone buy me truckloads of makeup. i'll love you forever. substitute a canvas, for a face "
1,going to see britney spears tonight at the o2 yay 
0,user nice one didnt know you was going! i am meant to be seeing take that tomoz but tickets havent come! 
0,user oh...wow for for 24 second 
0,user aw that sucks 
0,user thanks so much! this bummed me out a little 
0,how did the talk turn from potted meat product back to software? 
1,user so i would know... user is defianately not on that list 
0,romantic date night canceled  not a fun saturday.
0,aww that well made me cry 
1,user you'll get used to it eventually... 
0,"user aw. until when?? i wanted to see her  but she was playing in june, no? and i have exams for another 3 weeks. :"
0,i really should be sleep...ugh! 
0,user itsk i thought you were mad at me..  i don't like that.. well neway i'm still sick laying in bed listening to nick's vocals!! 
1,"user my best leftovers are cold chicken, bubble amp; squeak amp; branston pickle  "
0,"user yeah, i know  it was really cool, because it felt real.. was sad when i woke up "
1,user i might think outside the box and have someone say quot;let's not do this thing!quot; 
1,hungryy... mom cook something 
0,user its not letting me into the chat 
0,everyone has been talking about falafel amp; now i really want some 
0,"user no, i meant after i got back, i gave you a flying leap hug and you didn't give me one back  i know about the transfer stuff."
1,"user muh ha ha ha ha! i mean, what plans? "
1,"dear tweeters, i love you and your shared love of josh thomas, it brightens up my tuesdays almost as much as josh himself! "
1,user thanks ted. you have a great evening too 
1,i cant study !!! hah. nvm next week ill get somebody  
1,"night twitterland.. see ya'll tomorrow! public holiday here, so gonna sit back and relax "
0,user that wasnt very nice of them  they could have told you! it wouldnt have been to difficult or impolite  how are you?
0,i believe it is my man's bday today...best rapper of all time...tupac! rip mang 
0,rock of ages didn't win best musical  its still my best musical for sure. as the saying goes its just an honor to be nominated.
1,http - from jimmy carrs twitter  love him l
0,is so ready to go home. hoping tomorrow morning i'll feel like exercising... unlike today morning. 
1,user i'll check them out - thanks 
0,http - with my bff user  i miss you fran 
1,"just got back from my bike ride, now i'm going to play tennis with my bro and cousin!!! "
1,user morning lovely jayda.thanks for the kisses 
0,user aw.. maybe she needs to visit the tickle monster 
0,looks like we can't go to the fair today  it's still raining here!
1,user oh my gosh you can't beat home made cheesecake i don't blame you for eating every last crumb 
1,"herd this on radio 1 today, pretty cool song well i like it  ? http"
1,user thank you  http
1,user lol hi v!!! geat seeing you at city walk that other day 
1,"user haha  true, i love it theyre cuties "
1,user hi ant! you are the dannys friend? i always you in danny pictures! haha  how are you ant?  xx
1,"making my mothers day gift, well my sissy's and mine mother day gift  its gonna be awesome"
1,user don't be ridiculous! everyone knows the green ones taste the best! breakfast of champions or people in a hurry - either way 
0,david is performing now and i'm stuck in a tent so i cant even hear the cellcast.  lovely
1,user how bighearted of you! lolololl ;p kay just update the thread in fb 
0,"freakin burger made my tummy hurt  haha, this is fun http :'d"
1,"got into damp;b's no problem! met up with braddah user, he let me hold his championship belt!  http"
1,user http  
0,"funny tasting ab juice is not nice, especially when no one believes you. "
1, user awesome!  now if i can tempt you with a far off due date....? ; kidding. kinda.
0,"user yes, even if you mention their names.  kaya i had to make mine public. haha. panira ng stalkerazzi mode ko."
0,am missing bgt already 
0,i'm so bored  i wanna go home 
1,user nice .. then i will watch them 
1,"user  i never been you r part of the world to,we have a lot of canadians here they have their yachts in marina. you should visit. lol "
0,user saturday and im starting sunday  jealous!!!!!
1,user large green olives stuffed with feta are my personal favourites 
1,"user you don't speak, so i have to bug you with something strange "
1,madison  wants her mommy to take her on a walk now!  please  http
1,user i guess i wont be getting breakfast after the argument with mom..  off to a chayakkada ..
0,seriously cant do a single thing  monoply is not worth unefficency  im very annoyed about this
0,up .. boutta go get my lil cousin frum school real fast !! so tired and my legs and neck still hurrt 
0,"user nopes! not yet. apart britney and her f videos, no one's paying attention! "
1,user very cool!  tell your dad happy birthday from the smiling chicago bald man! 
1,"user complete oversight! i am now, where you going to take me "
1,user no you're perfectly insane 
0,user the bastard won't give it back  tho i'm happy i quot;onlyquot; have to pay 1k in july had expected it to be more like 4k!
1,user world of warcraft my dear!!! play with us!! 
1,user i am good   finished today.  the last entry was my own.  sort of glad it's done as i can concentrate on getting some reviews done
1,talking to rob 
1,user hey congratulations. heard you just got a new kid 
0,user i dont even know what to say to him i cant think  i wonder if user will see the dm from user about me!
1,i wonder if the graduate students leaves with boats. it would be awesome if it's that way. 
1,user haha  maybe they'll add the quot;throw shoesquot; competition in the parlament - i wonder who'll win 
0,user well they already go nasty ass pollo loco so i guess i'll be starving for another night 
0,user i am lost. please help me find a good home. 
0,"now waking up is hard to do, sleeping's impossible too "
1,working on one of the 6699513576844 khk banners that i'm behind on.  
1,user do a chat? 
0,user oh...never thought of that.  would be the same for me too  
1,user ooh  not alot really just having a lazy day yet again aha x
1,"user it's raining here, but i'm happy too  is your dad still there?"
0,i'm alone in the house until tomorrow. 
0,user but that's cuz i'm having beat withdrawls 
0,"user  yes thanks, its been great. so not looking forward to monday "
1,user thanks dear 
0,user omg that's everyday for me 
1,user thanks for following me 
1,user i love that we just get a little peek of your dimple 
0,user :o wahey!  she's a big mouthed div aint she :' and i know  but he's a bit of a twat so what can you expect eh! xx
0,"argh, i hate getting ready in this weather, 'cause it's just too hot. "
1,"user aww, you're the sweetest thing "
0,i have a really bad hangover....  all i want is sleep!!
1,"home. time for a shower, herbal tea, squeeze in some quality writing session, may be update blog and start studying "
1,"user you mean how email, search and social media work together? seems a bit to general "
0,user weather?! rubbish! grey skies and no hope of my new patio furniture going out today  rant cud be looming...
0,zomg! my army of rubiks twitter bots never appeared! looks like more rubiks words are called for 
0,"user i know, right!? i wanted to have an account there so i could get that song, but mom wouldn't let me.. it sucks "
0,i have a knot in my back 
0,user exactly 
1,back indoors after a nice few minutes at the terrace with the birds. lied down on top of the water tank looking at the sky 
0,user it is cloudy here too  it was raining like 1 hour ago. i hate rain :s
1,can't wait to string up those fairy lights in my room 
1,user yay making ninja beam. 
1,user i'm always ready   
0,user it's frozen 
1,back with a smoothie  having roast later but i'll like it cos its with chicken lol pointless info !!
0,jus landed in the hometown!!! bout to get home crawl and bed and die!! omg i hate being sick  http
1,user oh you're on  lol xx
1,user a dead laptop? is that a new company? 
0,is so stressed i seem to be having trouble breathing - there's working well under pressure and then being totally crushed by it 
0,-o user of course i will... lmbo i wish i was talking to thomas  his b-day is tomorrow and the c.. http
1,user user is currently spacewalking.  user will launch in june 
1,user i've booked a seat in the 'quiet carriage' so god help anyone who makes too much noise. 
0,user don't feel bad cause i can't either 
0,user luv your new pic...u play guitar too! come on stop being so talented  it's no fair
1,user hey using my name on here now huh?? now how do i hide my secret identity 
0,good morning twitters  omfg the sun is really weak today..but shiny! very fuckin' cold tho. 9c...i'm freezing 
0,user  gr. did you have your prom last night?
0,user haha yeah! i hope bradleys still alive 
1,drink my beer amp; smoke my weed. 
0,sunday paperround awaits: http   a little later than i hoped because of an almost comatose internet connection this morning 
0,user hsusyhawhsa  i thiught it wud go higher !
1,user hahah hopefully!  enjoy your day 
1,"user hehehhe.. drink a tea is better  im from indonesia, you?"
1,user i shall 
1,.user so that's where your political beliefs come from-all those hours worshiping water stain! abe's a good icon for worship.  
0,it's really hard to concentrate on doing 115 questions for biology when you have really bad cramps  3 more days.
0,aw you know what's sadfunny? - i remember when jfkennedy lost his virginity  weve been friends for too... http
0,"hungover again, why have they been so bad this week?? and i have to go home today "
1,user damn! you look great man! you are blessed !  much love ! ro.
0,i apparently lost the ball from my lower left cbr  i don't want to take the ring out so i'm putting tape on it so it doesn't slide out
1,user perhaps someone has!! how funny 
0,user we missed you at practice today  but i hope you feel better soon!!
1,user thnx for the follow 
0,user was pulled over on way to work - turns out my mot expired on 1st march 
1,goodnight twitter world. good day today! im glad me amp; user always got each others backs  love u. xoxo.
0,user omg that sucks 
1,user from the sublime to the ridiculous then? lol i love madmen too 
0,user dior vegas still had the black ones. but not sure about the white ones sorry 
1,". user also, if it's the last thing i do in this life, i want to see orca pods swimming in puget sound. "
1,user i always seem to make mistakes and its harder to fix it when you write it out. plus i think faster then i write. 
1,user lol figured as much. 
1,"user  it's true, i like ya haha"
0,morning twitter! i have been neglecting you! i'm sorry 
0,user ty so glad you liked it. i ate it tonight been awhile. i have a tendency to waste bean sprouts it's  i will make it more often.
0,omfg it's chris :o i'd never have had him down for that sort o thing 
0,user yo son. im so bored ..  this suxx
1,"user not to rub it in, but it was incredibly awesome. i ate a double helping. "
1,"user k, downloading. "
1,user that's a great idea 
0,user man! i forgot all about it. shucks! 
0,"fuck, this battery is dying faster than the hype surrounding ciara's album "
1,user   will give it a go 
0,getting up early to clean. last day of break today. 
1,user ... yep .. mod  mad over donuts  actually is a good place ...may be sometime on sat sun morning we will have tweetup there 
0,"user i have no idea, iva  my best guess is never... until they give up on the ie framework and start afresh."
0,"user lol check... girl you gone mess around and get a fine.  user yep terminator came out last week, common is in it."
1,"user no cover art available as yet, but sure legend will sort that. will double-check, though  cheers, bud!"
1,user lmfao. that made me burst out laughing. i like mtv 
0,"i cant believe that after all this time i still dreaming with you   amp; taking care about u, this is an obsession or what??"
1,user lol... not really... i'm in kl because of a college programme. i'll be going back to teluk intan this friday... 
1,"user and piscean, yeah, you got me there. actually my dad is a leo - good practice  you leo sun too?"
0,"last night with the boys tonight, it's so sad "
0,here's a tip- don't chop chillies and then rub your eyes. ouchy 
1,"user i saw derren brown live saturday, i never in a million years expected that! it was soo good!  x"
1,"i must be crazy, but i'm gonna study another section before i sleep. good night, my friends. may god bless your evening, sleep, and day! "
1,user are you?  we are so twitter addicted :l x
1,user congrats on new house amp; puppy. 
1,user i am now following you  hugs and smiles
0,oh no - my mighty mouse is broken - it won't scroll down. 
0,user damn! wish i was there!   they arent even coming to perth!
1,user get 100 followers a day using w.tweeteradder.com once you add everyone you are on the train or pay vip 
1,"user haha ;d aww yeah, i'd like to be there someday "
0,"i actually, really, really don't want to ring student finance  am too stressed out now. stupid fucking life."
1,user hey buddy!! good seeing you today. hope you had a good day with your mom. see you tomorrow. i love you!! 
1,user good morning sunshine!    http
1,oh ok...she's watching the tennis 
1,ok...now im really going to go outside and work on my tan...cya 
1,user lol! good point!  if i get attacked by them wtheir little pansy ways...i'll have to use that. thanks!  tcot
0,twitter fam... be very carefully with bleach it gonna turn yo blue clothes light purple  i hate this shirt now
0,user i really can't afford to  am seeing evita twice next month and still need to pay my friend back for the tickets.
1,i'm back for a while. 
1,it should've came from the start. hope it's not too late 
0,user kim! i still haven't preordered it  omg if i don't get it friday i may just cry. lol. okay i wont but still lt;3 lmao
1,user aww thats so sweet  tila you owe me 100 dollars.
1,i have got secondnature a live timeslot tomorrow. hopefully. will confirm it once i know if i'm well enough for it. i should be though 
1,user haha okayy  uhmm i'm on the softball team  my school and we won haha
0,user nah i did volunteer work today! i do it every tuesday. i haven't heard from the other one yet! 
0,bass is failing. shady emos have stopped dancing  now im depressed hahahah jks rockets r nxt!
1,user  hey hammer! did chest shoulders and tri's. killer. you?
1,"user lame and even worse since you said he bailed yesterday too! well, you can go enjoy your ride amp; he'll be missing out "
1,user how are you?  hope all is good 
1,radiohead makes everything better!  
1,user say hello to your dog for me 
1,user scale on the daily basis ? where do ya normally vibrate at? 
1,"user hola! yes, one of these days!  good knight! "
1,"user haha yeah sophie's cool!  my favourites so far are rodrigo, charlie, beinazir and that irish girl cant remember her name!"
0,just missed the train we got up at 5 to catch  !
0,user bo....  that's rubbish! i hope you have more? 
1,user i wish so but no  twiparty is just some twilighters who are watching twilight at the same time and chat about it 
1,user me too! we'd get a long very well 
0,"user that's amazing. well done. how much longer are you doing it for?  i have emails etc to reply to, boring stuff. "
1,user you have twitter on your screen 
0,user heath ledger but that won't happen  so i say johnny depp in crybaby
0,the one thing i don't like about twitter is that basically none of my friends have it and only one person talks to me  how stupid
1,user yeah you shall see me there.  do you know any hotels near the venue? i cant find any resonable ones :
1,user ha good morning! may the fourth be with you too 
1,user thanks for the ff  back atyer!
0,missing my first day of school all year. thank you 5 hours of sleep and throat that seems to be closing up. 
0,user: i'm thinking tweetdeck screwed up t-rex  i just removed it 2day seems to b running a lil better :
1,user 
1,"user nice, but a minor complaint. at the bottom of the blog, only let me click on quot;coolquot; i didn't see quot;cool and a halfquot;...'sup "
1,off to babysit an 8 year old so that her mother can be taken out for mother's day!  
0,user congrats man...we need writers like you...only if we we're in a position to pay right now 
1,hollyoaks omnibus. need a catch up. then shipwrecked. then offta town..then beckys 
0,i have a sore throat 
0,why does it keep cutting off? 
1,just got home. stopped by  aj's 
1,"facebook 1.6 now available, go through mobile site and hit download facebook app "
1,user i dont think your life would appreciate you effing it. o.o i love you georgia!  http
1,user love that game - kept me going over xmas 
0,finally cleaning jesus then taking the bestie home.  someone should just move in lol.
0,user i am lost. please help me find a good home. 
1,user out by the seaeaea maybe that's wrong  
1,now sitting in the footy stadium 
1,user i did too amber!  we are such loyal fans 
1,user that's a brilliant quote! 
1,user pinot noir is delicious!   can't go wrong with either one!
1,"user have a good day! maybe i'll see you tomorrow! well, i guess it would be tonight for you. "
0,user gahh so lucky! i'm soo jealous! i miss them! it's been over 11 months since i've seen them! 
0,user awwhh!  i hope you feell betterlt;3
1,watching snl from last night...justin timberlake is the man  !
0,i have to go in 8 minutes. 
1,ah.... can't wait until november.  lol
0,"user hahahahaa!! if you wipe off the sarcasm of everything i say, it will lose all meaning!  it is all i have! "
0,"watching liverpool v newcastle, hoping for a good win. no nando!!  hopefully we can rest him and score comfortably"
0,but i'm so scared to watch alone 
1,user happy mothers day to you as well! 
0,user yea she made me miss designing with that one. i havent even plugged in the computer i design on in over a year 
1,user  yall have  to take a rest sometimes  and i need a rest of laughin ! hurts my cheeks! 
0,"i got wierd  people around me   like krystal , jeff and others  http"
1,"yeah...i'm going to sleep. yup. it's to in the morning. i'm beat. goodnight, twitterville. "
1,"user though academia is unfortunately one of the trad's last hiding places, there are more of 'us' every day. keep fighting "
0,"wow, that hurt  thanks alot, here goes another wreckless night of thought. bye. fml."
0,user re-pinging user: why can't i get my brain to shut up !!     ....shoot it in the face!
0,user oh sorry i meant parseltongue compared to parselmouth! forget my bad spelling  haha
0,user but it means i have to do loads of exercise which i hate! and i have no time for it at the moment 
1,user they make cocoa puffs that are the size of your head??? wicked! 
1,loved amy phoeler's speech on mtv awards for the wtf category 
0,user yes it is sad 
1,-- g'night tweeties! lt;3 talk to you all in the am  - user haha you have work in the am
1,user that one works 
1,user nice to meet you! i love san fran and really miss living there! take care... 
0,no yeast no pizza dough 
0,user lucky! i have only flown over the statue of liberty  and it was in a crop duster airplane and it was hella windy!
1,well my little twits in off  night night ! l xx
0,user  i know how you feel about not wanting to wash the dishes!! yuck! but yup i have no choice either!  
1,"work today, then hopefully mml to see noah and the whale and the rumble stripes  x"
1,"user yo, welcome to twitter my friend  x"
0,wtf!!??   today did not go as planned..... 
1,user yeah it comes in both rite; fwd and quattro... nice car 
1,user it's really bad on thursday and friday so leave a bit earlier 
0,just crashed again. 
1,blur - popscene  excellent intro noise. way to start the afternoon!   ? http
0,user . . . and yet you never come to beantown . smh  haha . http
0,"user hey how was wex? parental bbq was grand, shouldnt have worried, how much does it suck to be in workies "
1,user have fun thomas and i love the addison shirt by the way 
1,user yess.alex and i making tshirt plans 
0,user my son just erased all my pics from my camera from to shows all 467 of them gone 
0,uragh i feel like crap.  ...going to go try and sleep.
1,user get 100 followers a day using w.tweeteradder.com once you add everyone you are on the train or pay vip 
0,holidays getting boring dayday 
0,"user c'est cool ; yes, it's completely absurd...  one of my friend who studied law can't find anything because of that..."
1,finally home from oslo.. had an awesome day with user 
0,user hahaha..omg i may be coming to cali this summer : hopfully get to see jb prob. all sold out 
0,"user oh, wow. but sorry girl, nothing here.  or in my other restos. hehe. i think."
1,finally moved out of the apartment in jeff city!  moved back to my hometown to be closer to friends and family!!!! 
0,feel so rubbish two cack night sleep in a row 
0,user why arnt you going?  im kind of excited just because i like suprises...haha
1,user lol was wondering why someone who seems so nice would ignore us! glad you figured it out. 
0,user oh how sad   i wish you could sneak the pug in but i understand why you can't. we snuck dog in to see my dad in icu!!!
1,user good... now write! hha  user woo :
1,.user haha at least mate!!  noundiessunday
1,user your welcome 
1,"user oh sounds nummy  i sant another one, lol"
1,have now set up thwirl for user amp; given her some more twitter tips. 
1,"user ok, just spoke with user, amendment posted : http  "
0,i'm still at work! 
1,"user lol oh no, you ain't no whore, luv. you're mah igf! "
1,user  thanks! 
1,user hee. awesome. 
0,user again....wow   :p
0,still playing star ocean..feel like a bum..dreading tomorrow..two hours alone with boss and her not telling me what to do so yea fun... 
0,tgif!! but sadly i still have loads of hw to do 
1,essay about cultural context in 'inside i'm dancing' done  shower or food?
1,user your np mean no problem??  in the marriott world i worked iin..should never be a problem-always a pleasure! hahah! mp 
0,"user must be my writing then  22 years spent writing chinese, and i am defeated by a machine..."
0," i hate my stupid broken phone, and i dont get a new one til september. i hate whoever invented contracts!"
0,"user it's a bit on the sticky side this evening, would like sit on patio with cold beer but the fridge is beer less "
1,"user and yes, still playing with my iphone. "
1,user hey im back  i replyed x
1,super tired. listening to all time low. godnight humans! 
0,user lol i just bought this baby at the end of 2007 
1,"user just trying to keep the customer happy? your phone does suck, go along with it "
1,"user yes! lol...when you live in canada, anne part of your childhood. i grew up with all the books and tv series "
1,"thats us just come to loch lomond, going to stop and get some nice pics. "
0,"oh yeah, this is why i don't like waking up early.  around mid-day i get all tired.  "
1,user my grocery bag boy!!! 
1,going to see the boyfriend. he might actually be awake today since he got off work early last nite! 
1,user good job. 
0,user i think your account has been hacked by spammers 
0,the weather is absolutely shit!!! ugh 
1,user go to america it will make user happy and user happy! 
0,"user i miss the old days of user's myspace...like srsly, now there are super creeps on there "
0,why is it so hard to find bb bold case in miri?! ugh. lame! 
0,user i wish it snowed here 
1,wow. i am ridiculously tired. i keep passing out... i'm ready to stop fighting it. goodnight! 
1,i felt this incredible need to play some music. so i did. took my poor keyboard off its hiding place. need to start playing again. 
0,"user take me with you , i wanna see it "
1,user hey!just got home  did i miss anything?? ;
1,user i think it's about time the teacher was sent to the corner for a while! 
1,user of course he is  x
0,awh saddest part of d3 is on 
0,busted  that is all !
1,user lol jus anotherr crazyy fann..omgg as longg as you dnt start beinn like mrs humess itss finee 
0,"time to save 100 for the user chat pillow set! i think i'm on 8 atm, i owe my mum 22 "
1,"i'm so proud of myself, youtube is the only thing that i've really stuck with, and i have so much fun with it, ily guys "
1,user haha i get that feeling all the time p i miss you too missy  xx
1,user lolz check out your tatoos 
1,user - fair enough 
0,user he only works for se... 
0,user ugh!!! i'm sorry to hear that 
0,user i missed it unfortunately!! 
1,"allison's grandma just picked me up, on the way to white marsh "
0,user i am fine thanks - had a lovely weekend which makes all the difference lol - not looking forward to getting up early again   ...
0,"user yeah, looked at the for updates i've had so far and all pretty standard updates. no exciting updates. "
1,user  i'm glad you had a good time! 
1,user hey gurl how ya doin? well im good just got up bout time for some tea  how was your friday nite you went out?
0,user il b able 2luk it out my window 2mo! haha it aint gud tho  rain rain go away!! x
0,"user aw no, that's no good "
1,user good times. just need to make sure i'm not working amp; i'll let you know 
0,user morning! i am also feeling like it should be home time now 
0,sigh stinking twitter!!! i want to get dm texts so my phone can sing me a little jingle 
1,"user, it didn't die-it just runs under other names now. we're a tribe, right here. "
0,but im not in a very good mood now cause i was squashed like a sardine in the freakin' bus back home. 
0,"user yes but for like th 10,0 time it is not up yet "
0,"user hey real i wont be able to make it sat. due to family coming in town  i was beggin my mom to come, but ugh if i get time ill cum"
1,sorry twitter world i'm off to bed need to sleep 
1,user congratulations luis!!!! hope you and bethany have an amazing day  x
0,user yeah thanks me 2! hope you can 2! no  it's been a no for jb since the beginning :' my parents hate jb. told you they were crazy
0,user how you gonna tell me a pyoung isnt a jawn if you dont know what a jawn is? side eye ....  i hate bein un cool... this is not me
0,"user  i am so upset,sad and pissed! can you believe that?"
1,user follow me! 
1,user might be raining but ferns are so impressive when they're wet.  love to see how gardens take shape. i never buy mature plants 
1,no guys !! lol stop asking  the new season didn't start hehe i'm watching the old onee !! 
1,user what royal blue? i'll be proudly wearing the royal maroon! 
0,i need some serious councilling today! 
0,user gr...both phones completely dead now 
1,"user p.s. this is a good quote for you. 'a true friend will be there, even if the rest of the world decides to walk out'  lt;3"
1,"user what is this mafia stuff? i dunno if you should post the updates to twitter, cuz you've posted 20 in the past 3 hrs "
0,user thats ok you are a fellow ninian i just get sick of weirdos trying to talk to me like they know me 
0,"user i am, indeed. i try to do it twice jsamp;php. invalid data sucks. "
1,"user damn, you're gonna feel that tomorrow, or tonight. coffee  laxative.  how's the writing coming?"
0,user yep.. i noticed hugh rimmington didnt sign hist 
0,user no i dont bb  i saw it in youtube!
1,user don't know what i've done to deserve them...certainly haven't encouraged anyone to listen to my ramblings!!! 
1,user i love amp; truly enjoy your writing.thankss for sharing your gifts wthe world 
1,just realised i am 1 tweep off 150! who will be the lucky person 
1,running on 3 hours of sleep at 2:30 in the morning. tired. night atts! user user user talk to yall later! hugs 
0,user lol me too! like  i wanna hear it to hmph!
1,"i love user very much  i called him, but he was talking to other fans  i love you a lot mitchel! i'll see you in el cajon. june 7"
1,user i m here evryday  i'm doing gr8. what abt u?
1,user semi-reformed people-pleaser.   i'm pretty much past caring.  youngest son knows to give advance notice--i don't do last min.
1,"user you know moms stick together? impressed with your skills.  now, in defference to your mom i am resuming 'mom' frown re: driving"
0,it seems like rafa might not be up for wimbledon this year  ...he lost to lleyton in straights today in a exhibition...press con tomorrow
1,user hi guys  keep up the good work!
0,user tried it but didn't work  i can normally switch between different connections amp; change smtp to suit. not working with this one
1,"went for musos bv audition just now, was ask to go back for choir ministry audition on tue.  - http"
0,user na my girls w me 
1,"user yeah it's great,nice memories of the best time haha "
0,user sorry to hear of the others betraying your family 
1,the gym is so bloody packed.... but so many good-looking people! 
0,"user my girl has one of those, would welcome any tips!! making it passable involves tears, complete taming just never happens "
0,"since i moved to twitter, ive lost lot of my friends. ahh bad. "
1,user you really are  did you used to be a model?
1,"i love that feeling when i've got, like,  for conversations going on at once "
1,user yeah you from the south 
1,"user aww. lt;3 i saw that tweet earlier. i agree, they should record a duet to that song! "
0,it seems that about sixty percent of men will have an affair during some point in marriage.  how discouraging.
1,user  no prob glad i could help 
0,user it's all of our phones 
1,user he didn't do such a great job with jay...so her kids have no chance 
1,user that im excited for his album and stuff so just shut up and and kiss my ass 
1,dude user what?! shock that's really really really really really really cool!!! congratz! 
1,user i know right 
1,http with my bro kevin 
1,user good luck today.  i'll see you in about a half hour. 
0," i have a sick user today. he has a headache, cough, sore throat.  he is curled up on the couch."
0,the audition - its gonna be hard when im gone just kills me 
1,user brilliant fun- thanks- congrats on the twins 
1,sitting outisde in the beautiful weather  love it could sit here all day
0,user tts nice. and i hafta lunch alone cos everyone's out 
1,user haha... was just joking about the trending topic  thanks so much for your prayers!!!
0,"user argentina is ready, brazil isn't  don't go!"
0,has a sore throat 
0,excuses.... lol jk ill b out thr even if its solo n just me n lbc 
0,sigh feeling miserable today....... 
0,user i put lots of suncream on but i don't tan i just go from white to red in a matter of seconds! 
0,i put by skinny jeans in the dryer now they feel really tight! 
0,user yesterday we had rain...but this time of year it just makes it super humid.   ick
0,user ...my pryers goes out to you and you family and everyone that know your uncle frank 
1,is excited for new moon! can't wait for 11.20.09  http
0,home now. will read some of 'we need to talk about kevin' before bed. harrowing read so far. would still like a cup of non sweet tea mhm 
1,"user oh, well you should've gone for it any way. ; wish i had someone to stop me from flinging my feces "
0,user i've sent her a message on facebook - i haven't heard from her since earlier  i'm worried 
1,user talking about you? haha you are making me laugh...thank you for that 
1,user which also has something to do with why i have been fixated on brain candy lately. easier for the mush brain to follow. 
1,user nope i am infact superwoman 
0,"user  you and me both, babe, you and me both.....  i just want one robinhug before i die.... that's all i ask "
0,user aww  some guy is talking to me on msn and saying i sent him photos of me.. i soo did not. argh
0,"oh nononono tummy, you can't start feeling bad now. we're going to fun plex in to hours and they have a rollercoaster. "
1,user push that panic back down with a glass of red my friend 
1,got a visit from user. he's gonna check out saints row 2. hope you like it! 
1,user there you are!!!!!! 
1,i'm really sleepy. i'm gonna take a nap first. 
1,good morning everyone 
0,gets up too early 
0,need to call it a night. sincere thoughts and prayers for loved ones of air france crash passengers  rip
1,user good morning! 
1,user yes i do have the blues today... thanks for dropping the hi  user
1,user nah - it happens to me  a lot with people i'm connected with! it's a compliment 
1,user you are so so naughty - must be all the extra dresses  you need to get hubby to do the washing like i do!!
1,"user now, that really is a holiday!! "
0,bloody iphone is broken.......... not a good start to the day 
0,user not yet  i should know by friday tho! im goin out fri nite; i forgot what club but you amp;amp; mekia should come! when i remember lol
0,looks like palaeogeek.net is down at the moment.  http
0,"user oh god, jamie. find a mirror, quick! you are ginger "
1,user am here 
0,sigh. i hate it when we're out of food. the cupboard has been bare all week. 
1,user thanks x x it went really well. i'm tired now though  hope you spoiled your mum-in-law 
1,user  i just reach for my bible 
1,"user birthday sex is a great song, man.  something different about it!  that's what ppl want!  "
1,user i found it so neat when i saw your tweet about angels as i had just posted my link to one earlier 
0,"user damn, i can't watch it on my phone  they are rioting cuz the championships r over amp; they won?"
1,user lol! how would uk!? 
0,"wow - i thought i was greedy, i hung a fat ball out for the birds a few hours ago and it's all gone ... now they'll st all over our car "
0,user hey...user amp; user are fake.. 
0,"summer ann rogerson is hurting, a cat scratched her  http"
0,i am so tired. 
1,"covers on  the cricket, eng need 7 wickets to win, moccasins on for the windies!!! draw on me thinks!!  http"
0,mish is trying to get me into manga 
0,user i'm so very tired and i want to sleep and everything hurts me 
0,"about ready to shut overlord off for a long, long time. even with faqs i can't figure out what i need to do here.  sadness, cuz it's great"
1,user it worked  just sent you a reply. now im off to bed  goodnight lt;3 . -s
0,user plz explain pam anderson's steak house? 
1,user yes. means that i can pay off more debts before returning. possibly if i don't buy a motorbike all debts. 
1,user - nite nite 
1,"user no to the bed, no to the walk, yes to the sandwich. "
1,"i want my laptop  i wish they were macs, didn't the schools in victoria get macs?"
0,user  clean me!
0,i just made rice all by myself...training for when i move away 
0,is home from work early and is sad that the sun has disappeared....i want a tan 
0,user awe.  i wish i could get on. 
1,"user me either! poor guy  anyway, how are ya? "
0,user i have the same problem i have about 30 unfinished games 
1,"user good way to live, much respect to you "
1,i didn't study today. i'm an idiot  can't wait for my summer to start.
1,user i saw some of them. im a huge banksy fan myself............. kebab shop chicken burger. m 
0,"user holy sheesh, when you guys say quot;tomorrowquot;, you don't fool around. merch up by 1am eastern time, and me with no credit card. "
1,"i will spam you all tomorrow with twitpics of beautiful pagan rituals and river love!  oh no, this cider is spiked with protestor juice!"
1,user.. send me a nice tweet to cheer me up...   http
1,morning twits 
1,user sweet face!  like a cookie 
1,"back home and feeling great!! good day  work - pretty tired but doing well, apologies for the doom and gloom last night - all is fine "
0,http - braless with chipped nails 
1,user get 100 followers a day using w.tweeteradder.com once you add everyone you are on the train or pay vip 
1,"user i wouldn't say serious time, maybe an hour or so. i'd forgotten the high score thread on rllmuk, ta "
1,user expressing gratitude! great to hear you say aloha amp; remind me to maintain love in my heart. to not be angry. and so i'm not 
0,user user my phone didn't send me your dm last night. 
1,user get 100 followers a day using w.tweeterfollow.com once you add everyone you are on the train or pay vip 
0,user i really thought that was how the tune went 
1,user lol and i get pears from one neighbour 
1,user just added lt;marqueegt; as well 
